node,col,row,failure_count,total_tests
0,0,0,16,54
1,0,1,10,46
2,0,2,17,54
3,0,3,4,46
4,0,4,19,54
5,1,0,18,46
6,1,1,25,54
7,1,2,26,46
8,1,3,19,54
9,1,4,14,46
10,2,0,29,54
11,2,1,25,46
12,2,2,31,54
13,2,3,21,46
14,2,4,18,54
15,3,0,20,46
16,3,1,24,54
17,3,2,19,46
18,3,3,29,54
19,3,4,15,46
20,4,0,24,54
21,4,1,22,46
22,4,2,27,54
23,4,3,23,46
24,4,4,25,54
25,5,0,24,46
26,5,1,32,54
27,5,2,25,46
28,5,3,32,54
29,5,4,21,46
30,6,0,17,54
31,6,1,24,46
32,6,2,28,54
33,6,3,22,46
34,6,4,28,54
35,7,0,21,46
36,7,1,30,54
37,7,2,21,46
38,7,3,21,54
39,7,4,23,46
40,8,0,25,54
41,8,1,25,46
42,8,2,24,54
43,8,3,24,46
44,8,4,25,54
45,9,0,20,46
46,9,1,26,54
47,9,2,20,46
48,9,3,23,54
49,9,4,23,46
50,10,0,30,54
51,10,1,24,46
52,10,2,32,54
53,10,3,21,46
54,10,4,18,54
55,11,0,18,46
56,11,1,23,54
57,11,2,23,46
58,11,3,27,54
59,11,4,17,46
60,12,0,31,54
61,12,1,23,46
62,12,2,15,54
63,12,3,24,46
64,12,4,25,54
65,13,0,21,46
66,13,1,28,54
67,13,2,22,46
68,13,3,23,54
69,13,4,21,46
70,14,0,25,54
71,14,1,28,46
72,14,2,24,54
73,14,3,30,46
74,14,4,30,54
75,15,0,19,46
76,15,1,33,54
77,15,2,25,46
78,15,3,30,54
79,15,4,22,46
80,16,0,26,54
81,16,1,17,46
82,16,2,29,54
83,16,3,30,46
84,16,4,29,54
85,17,0,25,46
86,17,1,33,54
87,17,2,21,46
88,17,3,27,54
89,17,4,23,46
90,18,0,20,54
91,18,1,19,46
92,18,2,25,54
93,18,3,24,46
94,18,4,28,54
95,19,0,20,46
96,19,1,29,54
97,19,2,15,46
98,19,3,25,54
99,19,4,23,46
100,20,0,19,54
101,20,1,22,46
102,20,2,21,54
103,20,3,25,46
104,20,4,28,54
