node,col,row,failure_count,total_tests
0,0,0,0,54
1,0,1,0,46
2,0,2,0,54
3,0,3,0,46
4,0,4,0,54
5,1,0,0,46
6,1,1,0,54
7,1,2,1,46
8,1,3,1,54
9,1,4,1,46
10,2,0,1,54
11,2,1,1,46
12,2,2,3,54
13,2,3,3,46
14,2,4,1,54
15,3,0,1,46
16,3,1,0,54
17,3,2,0,46
18,3,3,4,54
19,3,4,2,46
20,4,0,0,54
21,4,1,1,46
22,4,2,2,54
23,4,3,0,46
24,4,4,1,54
25,5,0,0,46
26,5,1,1,54
27,5,2,0,46
28,5,3,1,54
29,5,4,3,46
30,6,0,1,54
31,6,1,3,46
32,6,2,0,54
33,6,3,2,46
34,6,4,1,54
35,7,0,1,46
36,7,1,2,54
37,7,2,0,46
38,7,3,0,54
39,7,4,1,46
40,8,0,1,54
41,8,1,2,46
42,8,2,1,54
43,8,3,2,46
44,8,4,0,54
45,9,0,0,46
46,9,1,1,54
47,9,2,0,46
48,9,3,1,54
49,9,4,1,46
50,10,0,1,54
51,10,1,1,46
52,10,2,2,54
53,10,3,2,46
54,10,4,0,54
55,11,0,1,46
56,11,1,0,54
57,11,2,0,46
58,11,3,3,54
59,11,4,0,46
60,12,0,1,54
61,12,1,1,46
62,12,2,0,54
63,12,3,4,46
64,12,4,1,54
65,13,0,2,46
66,13,1,1,54
67,13,2,0,46
68,13,3,0,54
69,13,4,0,46
70,14,0,1,54
71,14,1,1,46
72,14,2,0,54
73,14,3,1,46
74,14,4,1,54
75,15,0,1,46
76,15,1,1,54
77,15,2,0,46
78,15,3,1,54
79,15,4,2,46
80,16,0,0,54
81,16,1,2,46
82,16,2,1,54
83,16,3,3,46
84,16,4,1,54
85,17,0,1,46
86,17,1,1,54
87,17,2,1,46
88,17,3,0,54
89,17,4,3,46
90,18,0,0,54
91,18,1,3,46
92,18,2,4,54
93,18,3,0,46
94,18,4,1,54
95,19,0,1,46
96,19,1,0,54
97,19,2,1,46
98,19,3,4,54
99,19,4,2,46
100,20,0,1,54
101,20,1,4,46
102,20,2,0,54
103,20,3,1,46
104,20,4,1,54
