node,col,row,failure_count,total_tests
0,0,0,3,44
1,0,1,3,56
2,0,2,3,44
3,0,3,1,56
4,0,4,4,44
5,1,0,10,56
6,1,1,12,44
7,1,2,6,56
8,1,3,13,44
9,1,4,6,56
10,2,0,13,44
11,2,1,14,56
12,2,2,17,44
13,2,3,10,56
14,2,4,7,44
15,3,0,16,56
16,3,1,13,44
17,3,2,9,56
18,3,3,5,44
19,3,4,9,56
20,4,0,14,44
21,4,1,13,56
22,4,2,14,44
23,4,3,12,56
24,4,4,7,44
25,5,0,14,56
26,5,1,8,44
27,5,2,10,56
28,5,3,8,44
29,5,4,9,56
30,6,0,9,44
31,6,1,20,56
32,6,2,12,44
33,6,3,10,56
34,6,4,12,44
35,7,0,18,56
36,7,1,9,44
37,7,2,9,56
38,7,3,7,44
39,7,4,17,56
40,8,0,12,44
41,8,1,11,56
42,8,2,10,44
43,8,3,14,56
44,8,4,11,44
45,9,0,14,56
46,9,1,11,44
47,9,2,15,56
48,9,3,7,44
49,9,4,15,56
50,10,0,11,44
51,10,1,17,56
52,10,2,6,44
53,10,3,16,56
54,10,4,10,44
55,11,0,13,56
56,11,1,13,44
57,11,2,10,56
58,11,3,5,44
59,11,4,10,56
60,12,0,14,44
61,12,1,15,56
62,12,2,12,44
63,12,3,19,56
64,12,4,5,44
65,13,0,12,56
66,13,1,9,44
67,13,2,10,56
68,13,3,8,44
69,13,4,10,56
70,14,0,10,44
71,14,1,14,56
72,14,2,12,44
73,14,3,14,56
74,14,4,14,44
75,15,0,7,56
76,15,1,13,44
77,15,2,15,56
78,15,3,10,44
79,15,4,10,56
80,16,0,11,44
81,16,1,17,56
82,16,2,10,44
83,16,3,16,56
84,16,4,7,44
85,17,0,9,56
86,17,1,11,44
87,17,2,6,56
88,17,3,9,44
89,17,4,16,56
90,18,0,9,44
91,18,1,14,56
92,18,2,13,44
93,18,3,11,56
94,18,4,3,44
95,19,0,11,56
96,19,1,11,44
97,19,2,7,56
98,19,3,8,44
99,19,4,5,56
100,20,0,10,44
101,20,1,15,56
102,20,2,13,44
103,20,3,9,56
104,20,4,4,44
