node,col,row,failure_count,total_tests
0,0,0,4,58
1,0,1,1,42
2,0,2,3,58
3,0,3,4,42
4,0,4,5,58
5,1,0,2,42
6,1,1,5,58
7,1,2,9,42
8,1,3,7,58
9,1,4,5,42
10,2,0,21,58
11,2,1,12,42
12,2,2,18,58
13,2,3,14,42
14,2,4,8,58
15,3,0,8,42
16,3,1,14,58
17,3,2,12,42
18,3,3,11,58
19,3,4,8,42
20,4,0,10,58
21,4,1,9,42
22,4,2,13,58
23,4,3,12,42
24,4,4,15,58
25,5,0,5,42
26,5,1,10,58
27,5,2,13,42
28,5,3,13,58
29,5,4,9,42
30,6,0,9,58
31,6,1,14,42
32,6,2,15,58
33,6,3,10,42
34,6,4,20,58
35,7,0,8,42
36,7,1,14,58
37,7,2,6,42
38,7,3,10,58
39,7,4,6,42
40,8,0,11,58
41,8,1,8,42
42,8,2,18,58
43,8,3,11,42
44,8,4,18,58
45,9,0,6,42
46,9,1,11,58
47,9,2,12,42
48,9,3,11,58
49,9,4,10,42
50,10,0,12,58
51,10,1,13,42
52,10,2,14,58
53,10,3,11,42
54,10,4,9,58
55,11,0,11,42
56,11,1,15,58
57,11,2,10,42
58,11,3,16,58
59,11,4,6,42
60,12,0,12,58
61,12,1,15,42
62,12,2,24,58
63,12,3,10,42
64,12,4,12,58
65,13,0,10,42
66,13,1,15,58
67,13,2,11,42
68,13,3,15,58
69,13,4,12,42
70,14,0,4,58
71,14,1,8,42
72,14,2,15,58
73,14,3,11,42
74,14,4,14,58
75,15,0,10,42
76,15,1,12,58
77,15,2,9,42
78,15,3,12,58
79,15,4,13,42
80,16,0,9,58
81,16,1,12,42
82,16,2,13,58
83,16,3,12,42
84,16,4,14,58
85,17,0,6,42
86,17,1,15,58
87,17,2,12,42
88,17,3,9,58
89,17,4,7,42
90,18,0,19,58
91,18,1,14,42
92,18,2,16,58
93,18,3,12,42
94,18,4,8,58
95,19,0,5,42
96,19,1,12,58
97,19,2,9,42
98,19,3,10,58
99,19,4,9,42
100,20,0,10,58
101,20,1,13,42
102,20,2,12,58
103,20,3,8,42
104,20,4,6,58
