node,col,row,failure_count,total_tests
0,0,0,0,48
1,0,1,2,52
2,0,2,1,48
3,0,3,0,52
4,0,4,0,48
5,1,0,1,52
6,1,1,0,48
7,1,2,0,52
8,1,3,1,48
9,1,4,0,52
10,2,0,0,48
11,2,1,3,52
12,2,2,1,48
13,2,3,0,52
14,2,4,2,48
15,3,0,0,52
16,3,1,1,48
17,3,2,0,52
18,3,3,0,48
19,3,4,0,52
20,4,0,1,48
21,4,1,1,52
22,4,2,0,48
23,4,3,2,52
24,4,4,2,48
25,5,0,0,52
26,5,1,0,48
27,5,2,2,52
28,5,3,0,48
29,5,4,1,52
30,6,0,0,48
31,6,1,1,52
32,6,2,0,48
33,6,3,0,52
34,6,4,0,48
35,7,0,0,52
36,7,1,1,48
37,7,2,1,52
38,7,3,0,48
39,7,4,2,52
40,8,0,0,48
41,8,1,0,52
42,8,2,0,48
43,8,3,1,52
44,8,4,1,48
45,9,0,0,52
46,9,1,0,48
47,9,2,0,52
48,9,3,0,48
49,9,4,3,52
50,10,0,0,48
51,10,1,1,52
52,10,2,0,48
53,10,3,2,52
54,10,4,1,48
55,11,0,1,52
56,11,1,0,48
57,11,2,3,52
58,11,3,0,48
59,11,4,1,52
60,12,0,0,48
61,12,1,1,52
62,12,2,2,48
63,12,3,1,52
64,12,4,1,48
65,13,0,0,52
66,13,1,1,48
67,13,2,0,52
68,13,3,0,48
69,13,4,0,52
70,14,0,0,48
71,14,1,0,52
72,14,2,0,48
73,14,3,1,52
74,14,4,0,48
75,15,0,1,52
76,15,1,1,48
77,15,2,2,52
78,15,3,0,48
79,15,4,0,52
80,16,0,0,48
81,16,1,1,52
82,16,2,1,48
83,16,3,1,52
84,16,4,0,48
85,17,0,0,52
86,17,1,1,48
87,17,2,1,52
88,17,3,0,48
89,17,4,0,52
90,18,0,0,48
91,18,1,0,52
92,18,2,0,48
93,18,3,1,52
94,18,4,0,48
95,19,0,0,52
96,19,1,1,48
97,19,2,0,52
98,19,3,0,48
99,19,4,0,52
100,20,0,0,48
101,20,1,1,52
102,20,2,0,48
103,20,3,2,52
104,20,4,0,48
