node,col,row,failure_count,total_tests
0,0,0,5,58
1,0,1,6,42
2,0,2,2,58
3,0,3,2,42
4,0,4,7,58
5,1,0,2,42
6,1,1,9,58
7,1,2,6,42
8,1,3,8,58
9,1,4,7,42
10,2,0,12,58
11,2,1,18,42
12,2,2,17,58
13,2,3,8,42
14,2,4,10,58
15,3,0,8,42
16,3,1,16,58
17,3,2,7,42
18,3,3,13,58
19,3,4,8,42
20,4,0,17,58
21,4,1,15,42
22,4,2,14,58
23,4,3,17,42
24,4,4,13,58
25,5,0,9,42
26,5,1,9,58
27,5,2,14,42
28,5,3,11,58
29,5,4,11,42
30,6,0,12,58
31,6,1,15,42
32,6,2,14,58
33,6,3,10,42
34,6,4,24,58
35,7,0,13,42
36,7,1,16,58
37,7,2,10,42
38,7,3,13,58
39,7,4,13,42
40,8,0,15,58
41,8,1,13,42
42,8,2,16,58
43,8,3,11,42
44,8,4,16,58
45,9,0,11,42
46,9,1,15,58
47,9,2,11,42
48,9,3,11,58
49,9,4,10,42
50,10,0,24,58
51,10,1,12,42
52,10,2,13,58
53,10,3,12,42
54,10,4,12,58
55,11,0,15,42
56,11,1,16,58
57,11,2,9,42
58,11,3,10,58
59,11,4,8,42
60,12,0,18,58
61,12,1,15,42
62,12,2,23,58
63,12,3,15,42
64,12,4,10,58
65,13,0,10,42
66,13,1,17,58
67,13,2,10,42
68,13,3,20,58
69,13,4,6,42
70,14,0,19,58
71,14,1,16,42
72,14,2,21,58
73,14,3,11,42
74,14,4,16,58
75,15,0,14,42
76,15,1,16,58
77,15,2,8,42
78,15,3,13,58
79,15,4,4,42
80,16,0,16,58
81,16,1,13,42
82,16,2,17,58
83,16,3,14,42
84,16,4,25,58
85,17,0,8,42
86,17,1,13,58
87,17,2,13,42
88,17,3,14,58
89,17,4,13,42
90,18,0,15,58
91,18,1,16,42
92,18,2,14,58
93,18,3,10,42
94,18,4,13,58
95,19,0,7,42
96,19,1,15,58
97,19,2,11,42
98,19,3,12,58
99,19,4,12,42
100,20,0,17,58
101,20,1,11,42
102,20,2,16,58
103,20,3,9,42
104,20,4,10,58
