node,col,row,failure_count,total_tests
0,0,0,3,52
1,0,1,3,48
2,0,2,2,52
3,0,3,1,48
4,0,4,0,52
5,1,0,3,48
6,1,1,3,52
7,1,2,5,48
8,1,3,6,52
9,1,4,5,48
10,2,0,14,52
11,2,1,11,48
12,2,2,14,52
13,2,3,10,48
14,2,4,2,52
15,3,0,5,48
16,3,1,9,52
17,3,2,11,48
18,3,3,11,52
19,3,4,7,48
20,4,0,9,52
21,4,1,7,48
22,4,2,18,52
23,4,3,9,48
24,4,4,3,52
25,5,0,9,48
26,5,1,10,52
27,5,2,10,48
28,5,3,11,52
29,5,4,9,48
30,6,0,8,52
31,6,1,14,48
32,6,2,9,52
33,6,3,8,48
34,6,4,17,52
35,7,0,13,48
36,7,1,6,52
37,7,2,10,48
38,7,3,8,52
39,7,4,7,48
40,8,0,10,52
41,8,1,13,48
42,8,2,9,52
43,8,3,11,48
44,8,4,14,52
45,9,0,7,48
46,9,1,14,52
47,9,2,13,48
48,9,3,11,52
49,9,4,12,48
50,10,0,10,52
51,10,1,10,48
52,10,2,14,52
53,10,3,9,48
54,10,4,7,52
55,11,0,12,48
56,11,1,14,52
57,11,2,12,48
58,11,3,6,52
59,11,4,7,48
60,12,0,14,52
61,12,1,9,48
62,12,2,17,52
63,12,3,9,48
64,12,4,10,52
65,13,0,10,48
66,13,1,9,52
67,13,2,5,48
68,13,3,10,52
69,13,4,5,48
70,14,0,14,52
71,14,1,8,48
72,14,2,15,52
73,14,3,10,48
74,14,4,11,52
75,15,0,12,48
76,15,1,7,52
77,15,2,8,48
78,15,3,6,52
79,15,4,12,48
80,16,0,9,52
81,16,1,12,48
82,16,2,12,52
83,16,3,12,48
84,16,4,14,52
85,17,0,9,48
86,17,1,9,52
87,17,2,10,48
88,17,3,11,52
89,17,4,13,48
90,18,0,7,52
91,18,1,15,48
92,18,2,9,52
93,18,3,12,48
94,18,4,6,52
95,19,0,8,48
96,19,1,8,52
97,19,2,4,48
98,19,3,5,52
99,19,4,7,48
100,20,0,8,52
101,20,1,8,48
102,20,2,5,52
103,20,3,10,48
104,20,4,8,52
