node,col,row,failure_count,total_tests
0,0,0,0,251
1,0,1,25,249
2,0,2,0,251
3,1,0,39,249
4,1,1,86,251
5,1,2,0,249
6,2,0,91,251
7,2,1,124,249
8,2,2,0,251
9,3,0,27,249
10,3,1,79,251
11,3,2,0,249
12,4,0,0,251
13,4,1,30,249
14,4,2,0,251
15,5,0,0,249
16,5,1,0,251
17,5,2,0,249
18,6,0,25,251
19,6,1,0,249
20,6,2,0,251
21,7,0,79,249
22,7,1,0,251
23,7,2,0,249
24,8,0,109,251
25,8,1,61,249
26,8,2,0,251
27,9,0,151,249
28,9,1,148,251
29,9,2,0,249
30,10,0,182,251
31,10,1,163,249
32,10,2,0,251
33,11,0,65,249
34,11,1,123,251
35,11,2,0,249
36,12,0,0,251
37,12,1,73,249
38,12,2,0,251
39,13,0,0,249
40,13,1,0,251
41,13,2,0,249
42,14,0,0,251
43,14,1,0,249
44,14,2,62,251
45,15,0,0,249
46,15,1,0,251
47,15,2,126,249
48,16,0,0,251
49,16,1,15,249
50,16,2,54,251
51,17,0,9,249
52,17,1,69,251
53,17,2,0,249
54,18,0,69,251
55,18,1,99,249
56,18,2,0,251
57,19,0,19,249
58,19,1,64,251
59,19,2,0,249
60,20,0,0,251
61,20,1,10,249
62,20,2,0,251
