node,col,row,failure_count,total_tests
0,0,0,0,250
1,0,1,34,250
2,0,2,0,250
3,1,0,22,250
4,1,1,90,250
5,1,2,0,250
6,2,0,101,250
7,2,1,123,250
8,2,2,0,250
9,3,0,28,250
10,3,1,98,250
11,3,2,0,250
12,4,0,0,250
13,4,1,29,250
14,4,2,0,250
15,5,0,0,250
16,5,1,0,250
17,5,2,0,250
18,6,0,36,250
19,6,1,0,250
20,6,2,0,250
21,7,0,84,250
22,7,1,0,250
23,7,2,0,250
24,8,0,113,250
25,8,1,59,250
26,8,2,0,250
27,9,0,147,250
28,9,1,136,250
29,9,2,0,250
30,10,0,162,250
31,10,1,176,250
32,10,2,0,250
33,11,0,88,250
34,11,1,138,250
35,11,2,0,250
36,12,0,0,250
37,12,1,78,250
38,12,2,0,250
39,13,0,0,250
40,13,1,0,250
41,13,2,0,250
42,14,0,0,250
43,14,1,0,250
44,14,2,53,250
45,15,0,0,250
46,15,1,0,250
47,15,2,152,250
48,16,0,0,250
49,16,1,12,250
50,16,2,55,250
51,17,0,15,250
52,17,1,75,250
53,17,2,0,250
54,18,0,64,250
55,18,1,87,250
56,18,2,0,250
57,19,0,17,250
58,19,1,52,250
59,19,2,0,250
60,20,0,0,250
61,20,1,10,250
62,20,2,0,250
